,Wedding/Type,Place,Cost/of/Type,Clothes/Bride,Clothes/Groom,Photography,Decor,Decor/Category,Entertainment,Entertainment/Category,Gifts(per/piece),Gifts/Category,Invitations/Cards,Cards/Category
4256,Heritage Weddings,////Bangaram Island////,11015815,305484,514099,294366,84563,Venue Decor/519830,212963,Professional Singer/Dance,4219,Premium Perfumes,625,Boxed
4257,Hotel Weddings,////Agatti Island////xc2,759430,90031,406736,206922,338643,Floral Decor,474463,Celebrity Singers/Dancer,4789,Premium Perfumes,535,Boxed
4258,Heritage Weddings,////Mussoorie////,7293902,957554,202878,40709,482782,Luxury Package,338382,Celebrity Singers/Dancer,2871,High-Quality,882,Scroll Invitations
4259,Heritage Weddings,////Mussoorie////,9217509,479451,876911,164035,439877,Luxury Package,106033,Professional Singer/Dance,3139,High-Quality,150,Customized Invitations
4260,Beach Weddings,Jaisalmer,3673476,88969,56655,270535,90763,Venue Decor/519830,143937,Professional Singer/Dance,3339,High-Quality,708,Boxed
4261,////Destination Weddings////,////Mussoorie////,4020030,690073,397521,75522,206286,Floral Decor,47577,Live Band,1668,Traditional Handicrafts,140,Customized Invitations
4262,////Farmhouse Weddings////,Goa,2496076,90036,60741,139059,255731,Floral Decor,163133,Professional Singer/Dance,4487,Premium Perfumes,395,Customized Invitations
4263,////Destination Weddings////,Goa,5460947,595525,379258,106922,349871,Floral Decor,54204,Live Band,2755,High-Quality,489,Customized Invitations
4264,Hotel Weddings,Mumbai,475909,91751,343041,131476,130628,Venue Decor/519830,108514,Professional Singer/Dance,4998,Premium Perfumes,450,Customized Invitations
4265,Hotel Weddings,Lonavala,324444,99160,548811,162959,538888,Luxury Package,119463,Professional Singer/Dance,3994,High-Quality,601,Boxed
4266,Heritage Weddings,////Mussoorie////,5756923,223896,730134,21743,82419,Venue Decor/519830,126957,Professional Singer/Dance,1477,Traditional Handicrafts,768,Boxed
4267,Beach Weddings,Mumbai,1951968,91421,96382,290433,191971,Venue Decor/519830,103257,Professional Singer/Dance,4166,Premium Perfumes,760,Boxed
4268,////Destination Weddings////,Varanasi,4318559,614056,375941,258381,350448,Floral Decor,133091,Professional Singer/Dance,546,Edible,364,Customized Invitations
4269,////Farmhouse Weddings////,Lonavala,3509323,69447,57073,133145,438758,Luxury Package,169054,Professional Singer/Dance,550,Edible,563,Boxed
4270,Palace Weddings,Shimla,6364943,471964,459834,34889,175028,Venue Decor/519830,311133,Celebrity Singers/Dancer,1551,Traditional Handicrafts,852,Scroll Invitations
4271,Cruise Weddings,Neil Island,6559040,210621,146816,287443,499432,Luxury Package,478855,Celebrity Singers/Dancer,2746,High-Quality,273,Customized Invitations
4272,Hotel Weddings,Jodhpur,596850,90681,51899,238703,409598,Luxury Package,492613,Celebrity Singers/Dancer,531,Edible,855,Scroll Invitations
4273,////Destination Weddings////,Alibaug,5151991,650422,156556,281717,566734,Luxury Package,98919,Live Band,1060,Traditional Handicrafts,791,Boxed
4274,Hotel Weddings,Goa,510064,95742,582085,24782,395565,Floral Decor,146496,Professional Singer/Dance,1985,Traditional Handicrafts,100,Customized Invitations
4275,Beach Weddings,Udaipur,4742121,85145,34311,213074,128312,Venue Decor/519830,90764,Live Band,3788,High-Quality,220,Customized Invitations
4276,Beach Weddings,////Bangaram Island////,3334237,191903,81205,183639,573120,Luxury Package,92886,Live Band,4517,Premium Perfumes,52,Traditional Paper
4277,Heritage Weddings,Varanasi,11435140,330218,191858,221427,175951,Venue Decor/519830,458097,Celebrity Singers/Dancer,667,Edible,732,Boxed
4278,Cruise Weddings,Jodhpur,5864642,103049,129018,233678,334285,Floral Decor,55603,Live Band,4857,Premium Perfumes,892,Scroll Invitations
4279,////Temple Weddings////,Alibaug,83141,30041,5738,55508,380494,Floral Decor,338754,Celebrity Singers/Dancer,1135,Traditional Handicrafts,538,Boxed
4280,////Temple Weddings////,////Bangaram Island////,45913,19253,12256,53153,291160,Floral Decor,486891,Celebrity Singers/Dancer,4172,Premium Perfumes,483,Customized Invitations
4281,Cruise Weddings,////Bangaram Island////,6806976,182656,122753,294999,275081,Floral Decor,33152,Live Band,906,Edible,458,Customized Invitations
4282,Resort Weddings,Neil Island,1606039,93714,145767,129326,226388,Floral Decor,439820,Celebrity Singers/Dancer,727,Edible,168,Customized Invitations
4283,////Farmhouse Weddings////,Goa,2482399,57931,56250,139665,482375,Luxury Package,187194,Professional Singer/Dance,3844,High-Quality,379,Customized Invitations
4284,Resort Weddings,Jodhpur,2043958,101274,133478,140173,176415,Venue Decor/519830,198489,Professional Singer/Dance,912,Edible,698,Boxed
4285,Palace Weddings,Bangalore,5410929,314693,561192,292854,314859,Floral Decor,70046,Live Band,4853,Premium Perfumes,788,Boxed
4286,Resort Weddings,Mumbai,1626071,94040,74052,242292,573827,Luxury Package,480576,Celebrity Singers/Dancer,4736,Premium Perfumes,414,Customized Invitations
4287,////Farmhouse Weddings////,Nainital,1675771,55979,55680,263531,144749,Venue Decor/519830,234691,Professional Singer/Dance,3547,High-Quality,420,Customized Invitations
4288,Palace Weddings,Bangalore,8647810,553432,477221,134787,295616,Floral Decor,346082,Celebrity Singers/Dancer,2109,High-Quality,505,Boxed
4289,Cruise Weddings,////Agatti Island////xc2,7106809,107297,80872,51205,523163,Luxury Package,78676,Live Band,4491,Premium Perfumes,106,Customized Invitations
4290,Cruise Weddings,////Mussoorie////,7918741,177011,116903,63786,376687,Floral Decor,176872,Professional Singer/Dance,3596,High-Quality,318,Customized Invitations
4291,Hotel Weddings,Mumbai,575217,87438,260589,168211,399053,Floral Decor,433292,Celebrity Singers/Dancer,4584,Premium Perfumes,782,Boxed
4292,Heritage Weddings,Lonavala,8132515,676919,184712,283441,162996,Venue Decor/519830,441183,Celebrity Singers/Dancer,2432,High-Quality,137,Customized Invitations
4293,Beach Weddings,Jaipur,3824115,174971,93655,128606,356938,Floral Decor,74776,Live Band,2800,High-Quality,369,Customized Invitations
4294,Hotel Weddings,Hyderabad,651406,71524,355668,70237,397277,Floral Decor,22058,DJ/Sangeet,1943,Traditional Handicrafts,255,Customized Invitations
4295,Palace Weddings,Shimla,7100869,629772,388783,104265,133850,Venue Decor/519830,484172,Celebrity Singers/Dancer,1281,Traditional Handicrafts,893,Scroll Invitations
4296,Heritage Weddings,////Mussoorie////,10967702,838230,141441,135978,538928,Luxury Package,427080,Celebrity Singers/Dancer,4901,Premium Perfumes,470,Customized Invitations
4297,Palace Weddings,Udaipur,8922995,261130,357838,172939,471995,Luxury Package,272998,Celebrity Singers/Dancer,3188,High-Quality,725,Boxed
4298,////Destination Weddings////,Tirupati,4710632,683864,151035,72870,331427,Floral Decor,128668,Professional Singer/Dance,4634,Premium Perfumes,503,Boxed
4299,////Destination Weddings////,////Mussoorie////,3257440,549325,311291,196136,398072,Floral Decor,78248,Live Band,2371,High-Quality,174,Customized Invitations
4300,Beach Weddings,Hyderabad,4299635,171894,95248,24187,229188,Floral Decor,440705,Celebrity Singers/Dancer,4089,Premium Perfumes,221,Customized Invitations
4301,Beach Weddings,New Delhi,4213222,180115,56645,255310,65059,Venue Decor/519830,223916,Professional Singer/Dance,4505,Premium Perfumes,242,Customized Invitations
4302,Hotel Weddings,Varanasi,347460,62829,367325,130677,383319,Floral Decor,472764,Celebrity Singers/Dancer,750,Edible,449,Customized Invitations
4303,Resort Weddings,Tirupati,2017300,126266,148439,86185,468503,Luxury Package,458513,Celebrity Singers/Dancer,2443,High-Quality,486,Customized Invitations
4304,Heritage Weddings,Nainital,8060791,357674,281424,227881,487089,Luxury Package,443194,Celebrity Singers/Dancer,538,Edible,108,Customized Invitations
4305,Beach Weddings,Bangalore,2920561,130051,84631,200351,142688,Venue Decor/519830,358055,Celebrity Singers/Dancer,642,Edible,378,Customized Invitations
4306,Resort Weddings,////Bangaram Island////,1946179,193570,105135,56539,204981,Floral Decor,157895,Professional Singer/Dance,3993,High-Quality,122,Customized Invitations
4307,Hotel Weddings,////Rishikesh////xc2,427258,98957,56381,85475,106034,Venue Decor/519830,122699,Professional Singer/Dance,2323,High-Quality,933,Scroll Invitations
4308,Palace Weddings,Nainital,6472731,783432,255498,122684,565174,Luxury Package,236893,Professional Singer/Dance,1874,Traditional Handicrafts,224,Customized Invitations
4309,Resort Weddings,Hyderabad,3239188,83230,130571,72139,444461,Luxury Package,461934,Celebrity Singers/Dancer,2222,High-Quality,127,Customized Invitations
4310,Palace Weddings,Mumbai,6675925,864670,484587,290871,287112,Floral Decor,140909,Professional Singer/Dance,4877,Premium Perfumes,414,Customized Invitations
4311,Beach Weddings,Bangalore,1713168,189677,59792,146834,395517,Floral Decor,352499,Celebrity Singers/Dancer,1918,Traditional Handicrafts,528,Boxed
4312,Palace Weddings,////Rishikesh////xc2,5450319,651125,265839,72406,173398,Venue Decor/519830,313290,Celebrity Singers/Dancer,1144,Traditional Handicrafts,534,Boxed
4313,Resort Weddings,Neil Island,1969808,188058,44737,102997,527983,Luxury Package,159095,Professional Singer/Dance,3277,High-Quality,160,Customized Invitations
4314,Cruise Weddings,Shimla,5234814,207920,111827,160970,368445,Floral Decor,33285,Live Band,2410,High-Quality,245,Customized Invitations
4315,Beach Weddings,////Bangaram Island////,3258278,101654,90193,61323,586038,Luxury Package,49195,Live Band,1760,Traditional Handicrafts,645,Boxed
4316,////Farmhouse Weddings////,Goa,3198857,68290,60964,218775,147198,Venue Decor/519830,409363,Celebrity Singers/Dancer,548,Edible,453,Customized Invitations
4317,Resort Weddings,Shimla,1597154,181149,133070,131268,204953,Floral Decor,172895,Professional Singer/Dance,3253,High-Quality,112,Customized Invitations
4318,////Temple Weddings////,Bangalore,71107,25296,9207,150443,490710,Luxury Package,281518,Celebrity Singers/Dancer,629,Edible,868,Scroll Invitations
4319,Heritage Weddings,Nainital,11482776,692164,589262,176624,588962,Luxury Package,386881,Celebrity Singers/Dancer,1074,Traditional Handicrafts,728,Boxed
4320,Cruise Weddings,Nainital,5736703,177085,86763,192175,324853,Floral Decor,463512,Celebrity Singers/Dancer,567,Edible,466,Customized Invitations
4321,Beach Weddings,Varanasi,1842265,120223,76879,265123,449486,Luxury Package,465988,Celebrity Singers/Dancer,1987,Traditional Handicrafts,193,Customized Invitations
4322,////Temple Weddings////,Jodhpur,68226,18299,6163,165384,295768,Floral Decor,403221,Celebrity Singers/Dancer,2691,High-Quality,440,Customized Invitations
4323,Beach Weddings,////Mussoorie////,1692908,118077,69770,101956,68404,Venue Decor/519830,234575,Professional Singer/Dance,3571,High-Quality,939,Scroll Invitations
4324,Resort Weddings,////Agatti Island////xc2,1850910,128359,101034,25246,405728,Luxury Package,432259,Celebrity Singers/Dancer,3755,High-Quality,564,Boxed
4325,////Farmhouse Weddings////,////Rishikesh////xc2,2891969,53786,62879,58070,366513,Floral Decor,398488,Celebrity Singers/Dancer,4964,Premium Perfumes,581,Boxed
4326,Resort Weddings,////Mussoorie////,2923146,60443,90941,240150,138311,Venue Decor/519830,364770,Celebrity Singers/Dancer,1656,Traditional Handicrafts,922,Scroll Invitations
4327,Hotel Weddings,Nainital,961812,94982,177488,265339,559609,Luxury Package,235769,Professional Singer/Dance,1176,Traditional Handicrafts,351,Customized Invitations
4328,Heritage Weddings,Udaipur,7673183,137368,99186,252517,535860,Luxury Package,235303,Professional Singer/Dance,1332,Traditional Handicrafts,888,Scroll Invitations
4329,Hotel Weddings,Mumbai,870558,58898,406469,202342,363985,Floral Decor,245646,Professional Singer/Dance,2458,High-Quality,419,Customized Invitations
4330,////Farmhouse Weddings////,Shimla,3176546,56990,90242,44997,141879,Venue Decor/519830,261594,Celebrity Singers/Dancer,4479,Premium Perfumes,915,Scroll Invitations
4331,Hotel Weddings,Tirupati,788605,58951,340910,250596,501628,Luxury Package,233180,Professional Singer/Dance,1621,Traditional Handicrafts,129,Customized Invitations
4332,Resort Weddings,////Bangaram Island////,2794178,61755,126843,80390,135698,Venue Decor/519830,425752,Celebrity Singers/Dancer,2675,High-Quality,784,Boxed
4333,Beach Weddings,Jaipur,4490303,100433,73801,90208,236871,Floral Decor,347969,Celebrity Singers/Dancer,1036,Traditional Handicrafts,81,Traditional Paper
4334,Palace Weddings,Mumbai,6355618,727110,597476,77899,66167,Venue Decor/519830,476750,Celebrity Singers/Dancer,2898,High-Quality,769,Boxed
4335,Hotel Weddings,Varanasi,281205,69723,582692,280087,88128,Venue Decor/519830,339900,Celebrity Singers/Dancer,2112,High-Quality,290,Customized Invitations
4336,Palace Weddings,New Delhi,8519287,734695,182790,291201,408650,Luxury Package,37160,Live Band,1097,Traditional Handicrafts,944,Scroll Invitations
4337,Palace Weddings,Nainital,5657441,496667,338140,83146,394256,Floral Decor,127653,Professional Singer/Dance,3349,High-Quality,976,Scroll Invitations
4338,Heritage Weddings,New Delhi,9964032,588833,392155,276622,550010,Luxury Package,177103,Professional Singer/Dance,1548,Traditional Handicrafts,838,Scroll Invitations
4339,////Destination Weddings////,Varanasi,4041724,532512,171235,81200,379756,Floral Decor,112280,Professional Singer/Dance,2277,High-Quality,825,Scroll Invitations
4340,////Temple Weddings////,Jaisalmer,64028,26616,8293,38932,451005,Luxury Package,457981,Celebrity Singers/Dancer,2824,High-Quality,64,Traditional Paper
4341,////Destination Weddings////,Nainital,4857600,682967,278050,123177,532867,Luxury Package,424834,Celebrity Singers/Dancer,4429,Premium Perfumes,997,Scroll Invitations
4342,////Farmhouse Weddings////,Shimla,3674160,66560,68005,142767,565994,Luxury Package,305631,Celebrity Singers/Dancer,741,Edible,511,Boxed
4343,////Farmhouse Weddings////,New Delhi,2921771,93747,67656,95965,395625,Floral Decor,37329,Live Band,705,Edible,98,Traditional Paper
4344,Hotel Weddings,Tirupati,692227,85544,167661,291381,59711,Mandap,370240,Celebrity Singers/Dancer,2748,High-Quality,83,Traditional Paper
4345,Palace Weddings,Jaipur,5947688,616090,329181,221765,446779,Luxury Package,493735,Celebrity Singers/Dancer,2878,High-Quality,212,Customized Invitations
4346,Heritage Weddings,Neil Island,11712577,535219,111944,233626,62917,Venue Decor/519830,44319,Live Band,2963,High-Quality,958,Scroll Invitations
4347,////Temple Weddings////,Lonavala,54723,16164,5895,226274,61437,Venue Decor/519830,24586,DJ/Sangeet,3039,High-Quality,725,Boxed
4348,Palace Weddings,////Agatti Island////xc2,7908100,534235,269989,66174,141131,Venue Decor/519830,123630,Professional Singer/Dance,1781,Traditional Handicrafts,332,Customized Invitations
4349,Heritage Weddings,Udaipur,5848607,929189,580353,78868,404955,Luxury Package,393167,Celebrity Singers/Dancer,3930,High-Quality,183,Customized Invitations
4350,////Temple Weddings////,Shimla,36204,23787,7174,191602,570222,Luxury Package,380098,Celebrity Singers/Dancer,1426,Traditional Handicrafts,126,Customized Invitations
4351,////Destination Weddings////,Goa,4112813,677187,331557,282856,447946,Luxury Package,433060,Celebrity Singers/Dancer,3501,High-Quality,435,Customized Invitations
4352,////Destination Weddings////,////Rishikesh////xc2,3902018,538361,257599,283813,190771,Venue Decor/519830,399221,Celebrity Singers/Dancer,3817,High-Quality,553,Boxed
4353,Cruise Weddings,Udaipur,6961987,158172,134926,112833,266729,Floral Decor,200799,Professional Singer/Dance,2470,High-Quality,477,Customized Invitations
4354,Heritage Weddings,Hyderabad,6063567,420405,654132,206941,62716,Venue Decor/519830,168498,Professional Singer/Dance,1689,Traditional Handicrafts,231,Customized Invitations
4355,Cruise Weddings,////Mussoorie////,5537229,133638,72470,132265,187673,Venue Decor/519830,249820,Professional Singer/Dance,4522,Premium Perfumes,877,Scroll Invitations
4356,Palace Weddings,////Bangaram Island////,5903921,364033,491751,203424,409200,Luxury Package,98069,Live Band,4819,Premium Perfumes,746,Boxed
4357,////Destination Weddings////,Shimla,3250331,626328,360645,119108,382689,Floral Decor,216385,Professional Singer/Dance,4953,Premium Perfumes,730,Boxed
4358,Cruise Weddings,Bangalore,7839707,179124,142827,139839,203537,Floral Decor,342643,Celebrity Singers/Dancer,879,Edible,635,Boxed
4359,////Farmhouse Weddings////,Mumbai,3018313,66309,33780,216713,463985,Luxury Package,416625,Celebrity Singers/Dancer,2477,High-Quality,937,Scroll Invitations
4360,Cruise Weddings,Jodhpur,6621714,205202,112284,182598,146619,Venue Decor/519830,163179,Professional Singer/Dance,4433,Premium Perfumes,386,Customized Invitations
4361,Heritage Weddings,////Rishikesh////xc2,7701728,775758,353747,162083,569518,Luxury Package,66601,Live Band,4777,Premium Perfumes,743,Boxed
4362,Cruise Weddings,Nainital,6145123,212070,72696,134637,476585,Luxury Package,396164,Celebrity Singers/Dancer,4200,Premium Perfumes,841,Scroll Invitations
